island,region_order,sheet,site_no,site_candidates,site_lat,site_lon,individual_id,corolla_id,cx,cy,source_component_id,split_piece,split_status,corolla_len_mm,corolla_width_mm,wl_ratio,fold_check,merge_check,fragment_check,corolla_area_mm2,guide_area_mm2,guide_cov_pct,n_spots,spot_density_cm2,guide_extent_rel,guide_present,brown_frac,degraded_flag,prov_mouth_diam_mm,prov_tube_depth_mm,prov_n_lobes,solidity,aspect,exclude,n_strong_spots,n_weak_recovered_spots,n_large_spot_clusters,guide_cov_strong_pct,guide_cov_weak_recovered_pct,mean_spot_area_mm2,median_spot_area_mm2,max_spot_area_mm2,brown_overlap_pct_of_spots,n_oxidized_recovered_spots,guide_area_incl_oxidized_mm2,guide_cov_incl_oxidized_pct,spot_qc_source,scale_source,scale_qc,mm_per_px,px_per_cm,ruler_spacing_cv,ruler_tick_count,ruler_regular_interval_count,ruler_baseline_y,ruler_tick_x,corolla_length_ruler_mm,corolla_max_span_ruler_mm,corolla_area_ruler_mm2,flat_lobe_length_mm,flat_tube_length_mm,flat_throat_span_mm,flat_mid_tube_width_mm,flat_basal_tube_width_mm,prov_mouth_diameter_ruler_mm,prov_entrance_area_mm2,mouth_to_tube_length_ratio,flat_tube_taper_ratio,flat_tube_slenderness,guide_cov_tube_pct,guide_cov_lobes_pct,flat_incision_rel,flat_throat_openness,guide_centroid_rel,flat_n_lobes,fold_state_auto,mouth_proxy_assumption,orientation_confidence,orientation_source,sinus_source,visitor_trait_qc,fold_state_reviewed,visible_lobes_reviewed,fold_state_source,fold_width_area_correction_factor,corolla_area_unfolded_est_mm2,max_span_unfolded_est_mm,throat_span_unfolded_est_mm,mid_tube_width_unfolded_est_mm,basal_tube_width_unfolded_est_mm,prov_mouth_diameter_reviewed_mm,prov_entrance_area_reviewed_mm2,fold_state_auto_original
Toshima,2,toshima2~3,,2|3,,,,2,963,945,1,1,shimask_red_outline_from_raw_difference,34.29,6.94,0.202,check,check,check,110.9,1.118,1.008,25,22.544,0.198,1,0.001,0,1.46,22.58,1,0.167,1.4,,21,4,0,0.679,0.33,0.0447,0.0287,0.1434,0.0,0,1.118,1.008,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,635,,34.29,6.011,110.724,7.791,26.415,5.08,2.371,3.133,3.234,8.214,0.1224,1.6216,11.1422,0.193,2.875,0.2272,0.8451,0.8587,4,folded_half,2x_flat_span_over_pi,0.1482,shape_end_complexity,boundary_sinuses,folded_mouth_proxy,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima2~3,,2|3,,,,3,1364,965,3,1,shimask_red_outline_from_raw_difference,31.92,22.69,0.711,,check,,504.9,6.086,1.205,55,10.893,0.928,1,0.026,0,4.74,25.26,4,0.886,1.32,,50,5,0,0.995,0.21,0.1107,0.0358,0.7312,0.0,152,47.09,9.327,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,635,,31.919,22.521,504.86,6.566,25.269,14.901,19.981,14.901,4.743,17.67,0.1877,1.0,1.2646,1.262,1.016,0.2057,0.6617,0.5081,4,opened_or_broad,flat_span_over_pi,0.1811,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima2~3,,2|3,,,,4,464,1351,4,1,shimask_red_outline_from_raw_difference,22.35,18.8,0.841,,check,,303.8,7.842,2.581,44,14.482,0.871,1,0.004,0,10.62,17.66,3,0.891,1.21,,38,6,0,2.164,0.418,0.1782,0.0717,1.5125,0.0,136,32.538,10.709,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,635,,22.352,18.542,303.82,4.609,17.659,16.679,16.256,12.531,5.309,22.138,0.3007,1.3311,1.0863,2.687,1.818,0.2062,0.8995,0.2837,3,opened_or_broad,flat_span_over_pi,0.2999,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima2~3,,2|3,,,,5,847,1432,7,1,shimask_red_outline_from_raw_difference,22.1,15.66,0.709,,check,,245.6,37.857,15.416,88,35.835,0.888,1,0.001,0,4.66,16.85,5,0.934,1.31,,75,13,2,13.168,2.248,0.4302,0.1505,4.9391,0.0,289,78.48,31.958,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,635,,22.098,15.579,245.577,3.682,18.332,7.705,14.393,9.567,2.452,4.724,0.1338,0.8053,1.2736,15.743,11.621,0.1666,0.4946,0.4794,5,opened_or_broad,flat_span_over_pi,0.1924,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima2~3,,2|3,,,,6,1252,1460,6,1,shimask_red_outline_from_raw_difference,35.81,22.86,0.638,,check,,638.1,139.735,21.899,245,38.397,0.912,1,0.061,0,6.31,24.06,6,0.918,1.56,,229,16,8,19.09,2.81,0.5703,0.129,20.9462,0.0,720,285.398,44.728,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,635,,35.814,22.606,638.085,5.832,29.898,19.981,21.167,16.425,6.36,31.772,0.2127,1.2165,1.4125,20.352,42.981,0.1628,0.8839,0.5233,3,opened_or_broad,flat_span_over_pi,0.2749,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima2~3,,2|3,,,,7,1694,1464,5,1,shimask_red_outline_from_raw_difference,36.15,21.84,0.604,,check,,613.8,81.814,13.328,148,24.111,0.93,1,0.084,0,5.42,31.5,4,0.914,1.56,,140,8,4,12.384,0.945,0.5528,0.1075,32.6164,0.0,397,230.107,37.487,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,635,,36.153,21.675,613.87,4.338,31.73,16.679,20.235,14.986,5.309,22.138,0.1673,1.113,1.568,13.083,18.746,0.12,0.7695,0.4594,4,opened_or_broad,flat_span_over_pi,0.2241,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima2~3,,2|3,,,,9,853,1844,9,1,shimask_red_outline_from_raw_difference,36.41,25.32,0.695,,check,,650.9,94.459,14.512,208,31.956,0.86,1,0.022,0,6.71,25.57,6,0.894,1.44,,199,9,6,13.33,1.182,0.4541,0.1147,23.6344,0.0,666,192.724,29.609,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,635,,36.407,25.061,650.91,10.448,25.875,20.32,21.929,16.425,6.468,32.858,0.25,1.2371,1.1799,11.924,26.748,0.287,0.8108,0.589,3,opened_or_broad,flat_span_over_pi,0.1832,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima2~3,,2|3,,,,8,298,1846,8,1,shimask_red_outline_from_raw_difference,35.9,23.37,0.651,,check,,632.4,66.774,10.559,269,42.536,0.901,1,0.034,0,6.33,20.65,5,0.916,1.58,,263,6,3,9.717,0.842,0.2482,0.1004,7.5269,0.0,528,190.638,30.145,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,635,,35.899,22.86,632.422,4.85,30.964,21.082,20.066,14.139,6.711,35.368,0.2167,1.491,1.5431,8.96,32.171,0.1351,0.9222,0.6169,3,opened_or_broad,flat_span_over_pi,0.2792,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima2~3,,2|3,,,,10,1403,1934,10,1,shimask_red_outline_from_raw_difference,30.31,22.52,0.743,,check,,483.8,6.638,1.372,62,12.815,0.849,1,0.023,0,11.86,23.93,3,0.897,1.24,,58,4,0,1.233,0.139,0.1071,0.0466,0.5878,0.0,156,44.846,9.27,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,635,,30.311,22.352,483.741,6.294,23.932,18.627,19.727,13.801,5.929,27.61,0.2477,1.3497,1.2132,1.436,1.031,0.2076,0.8333,0.3582,3,opened_or_broad,flat_span_over_pi,0.24,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima2~3,,2|3,,,,12,918,2305,11,1,shimask_red_outline_from_raw_difference,29.72,23.54,0.792,,check,,510.9,3.283,0.643,40,7.829,0.534,1,0.057,0,12.83,19.25,3,0.918,1.19,,40,0,0,0.637,0.006,0.0821,0.0502,0.5448,0.0,0,3.283,0.643,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,635,,29.718,23.453,510.924,5.25,24.383,19.219,21.251,14.139,6.118,29.395,0.2509,1.3593,1.1474,0.563,1.765,0.1767,0.8195,0.7141,3,opened_or_broad,flat_span_over_pi,0.1977,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima2~3,,2|3,,,,11,332,2332,12,1,shimask_red_outline_from_raw_difference,28.7,21.25,0.74,,check,,425.1,11.147,2.622,49,11.526,0.84,1,0.113,1,11.1,22.46,3,0.896,1.29,,49,0,0,2.406,0.216,0.2275,0.1004,1.5054,0.0,115,60.122,14.142,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,635,,28.702,21.082,425.154,6.156,22.461,17.441,17.611,12.361,5.552,24.207,0.2472,1.411,1.2754,2.999,0.028,0.2145,0.8273,0.3469,3,opened_or_broad,flat_span_over_pi,0.3015,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima2~3,,2|3,,,,13,1386,2391,13,1,shimask_red_outline_from_raw_difference,29.38,23.88,0.813,,check,,502.3,13.29,2.646,86,17.121,0.855,1,0.034,0,6.39,18.26,7,0.89,1.21,,84,2,0,2.372,0.274,0.1545,0.0896,1.0251,0.0,232,65.771,13.094,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,635,,29.379,23.707,502.308,5.794,23.5,20.151,20.32,13.716,6.414,32.312,0.2729,1.4691,1.1565,2.656,2.633,0.1972,0.85,0.5468,3,opened_or_broad,flat_span_over_pi,0.2281,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima2~3,,2|3,,,,16,1329,2771,15,1,shimask_red_outline_from_raw_difference,31.24,25.23,0.808,,check,,569.7,11.584,2.033,86,15.095,0.897,1,0.068,0,7.11,24.87,4,0.907,1.21,,82,4,0,1.87,0.164,0.1347,0.0645,0.9606,0.0,219,72.624,12.747,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,635,,31.242,24.977,569.756,6.287,24.871,22.352,21.336,14.986,7.115,39.758,0.2861,1.4915,1.1657,2.113,1.556,0.2012,0.8949,0.4779,4,opened_or_broad,flat_span_over_pi,0.3307,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima2~3,,2|3,,,,14,324,2781,16,1,shimask_red_outline_from_raw_difference,31.75,24.89,0.784,,check,,576.7,6.258,1.085,76,13.179,0.963,1,0.04,0,7.76,26.02,4,0.888,1.26,,75,1,0,1.07,0.015,0.0823,0.0466,0.4731,0.0,178,54.681,9.482,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,635,,31.75,24.553,576.666,5.647,26.018,24.384,21.675,14.901,7.762,47.315,0.2983,1.6364,1.2004,1.151,0.799,0.1779,0.9931,0.4221,4,opened_or_broad,flat_span_over_pi,0.2914,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima2~3,,2|3,,,,15,863,2783,14,1,shimask_red_outline_from_raw_difference,33.27,25.99,0.781,,check,,639.4,11.477,1.795,84,13.138,0.903,1,0.029,0,12.56,27.51,3,0.897,1.26,,81,3,0,1.766,0.029,0.1366,0.0609,1.7849,0.0,217,57.964,9.066,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,0,0,635,,33.274,25.434,639.311,5.679,27.511,19.727,22.86,16.679,6.279,30.969,0.2283,1.1827,1.2034,1.631,3.447,0.1707,0.7756,0.5211,3,opened_or_broad,flat_span_over_pi,0.2152,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima3~6,,3|4|5|6,,,,1,314,937,1,1,shimask_red_outline_from_raw_difference,26.84,22.18,0.826,,check,,445.4,8.804,1.957,53,11.782,0.911,1,0.026,0,12.13,19.5,2,0.959,1.14,,51,2,0,1.771,0.187,0.1661,0.0941,1.1657,0.0,161,47.852,10.638,raw_scan_two_stage_reviewed_ruler_scale,ruler_1cm_ticks,ok,0.0850909,117.5214,0.00497,12,11,658,367.11|484.54|602.00|720.90|838.75|956.84|1073.59|1191.82|1309.34|1426.36|1543.53|1661.50,26.974,22.124,449.828,3.617,23.271,14.891,21.358,15.487,4.74,17.645,0.2037,0.9615,1.0896,1.925,2.708,0.1341,0.6731,0.5617,3,opened_or_broad,flat_span_over_pi,0.1108,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima3~6,,3|4|5|6,,,,4,1438,944,2,1,shimask_red_outline_from_raw_difference,24.89,17.53,0.704,,check,,353.4,58.72,16.448,102,28.572,0.908,1,0.128,1,5.15,15.06,8,0.92,1.39,,92,10,3,15.302,1.146,0.5757,0.0869,18.608,0.0,226,139.813,39.164,raw_scan_two_stage_reviewed_ruler_scale,ruler_1cm_ticks,ok,0.0850909,117.5214,0.00497,12,11,658,367.11|484.54|602.00|720.90|838.75|956.84|1073.59|1191.82|1309.34|1426.36|1543.53|1661.50,25.017,17.444,357.013,3.523,21.409,16.167,16.423,13.7,5.146,20.8,0.2404,1.1801,1.3036,17.367,4.777,0.1408,0.9268,0.5949,4,opened_or_broad,flat_span_over_pi,0.209,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima3~6,,3|4|5|6,,,,3,1096,949,4,1,shimask_red_outline_from_raw_difference,22.44,16.76,0.747,,check,,294.6,17.84,5.995,120,40.324,0.818,1,0.022,0,4.88,16.78,4,0.932,1.33,,119,1,0,5.379,0.616,0.1487,0.0579,1.9839,0.0,214,67.01,22.518,raw_scan_two_stage_reviewed_ruler_scale,ruler_1cm_ticks,ok,0.0850909,117.5214,0.00497,12,11,658,367.11|484.54|602.00|720.90|838.75|956.84|1073.59|1191.82|1309.34|1426.36|1543.53|1661.50,22.549,16.661,297.576,4.374,18.09,15.401,16.508,12.253,4.902,18.876,0.271,1.2569,1.0959,5.328,12.168,0.194,0.9244,0.6192,4,opened_or_broad,flat_span_over_pi,0.1443,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima3~6,,3|4|5|6,,,,2,692,975,3,1,shimask_red_outline_from_raw_difference,28.11,20.07,0.714,,check,,434.3,3.584,0.817,38,8.662,1.0,1,0.133,1,11.43,23.55,3,0.927,1.36,,35,3,0,0.668,0.149,0.0943,0.0434,1.1295,0.0,0,3.584,0.817,raw_scan_two_stage_reviewed_ruler_scale,ruler_1cm_ticks,ok,0.0850909,117.5214,0.00497,12,11,658,367.11|484.54|602.00|720.90|838.75|956.84|1073.59|1191.82|1309.34|1426.36|1543.53|1661.50,28.25,19.996,438.7,4.497,23.668,18.039,19.486,13.444,5.742,25.896,0.2426,1.3418,1.2146,0.789,1.31,0.1592,0.9021,0.3413,3,opened_or_broad,flat_span_over_pi,0.1319,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima3~6,,3|4|5|6,,,,6,1029,1346,6,1,shimask_red_outline_from_raw_difference,22.44,15.16,0.676,,check,,244.7,0.261,0.105,8,3.237,0.163,0,0.0,0,8.3,17.35,3,0.94,1.29,,8,0,0,0.105,0.0,0.0326,0.0181,0.1014,0.0,0,0.261,0.105,raw_scan_two_stage_reviewed_ruler_scale,ruler_1cm_ticks,ok,0.0850909,117.5214,0.00497,12,11,658,367.11|484.54|602.00|720.90|838.75|956.84|1073.59|1191.82|1309.34|1426.36|1543.53|1661.50,22.549,15.061,247.175,4.446,18.018,12.253,14.806,10.636,3.9,11.948,0.2165,1.152,1.217,0.045,1.026,0.1972,0.8136,0.7601,2,opened_or_broad,flat_span_over_pi,0.0853,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima3~6,,3|4|5|6,,,,5,454,1353,5,1,shimask_red_outline_from_raw_difference,41.74,25.32,0.607,,check,,737.7,1.405,0.189,32,4.294,0.087,0,0.0,0,7.73,31.56,4,0.852,1.53,,21,11,0,0.102,0.086,0.0439,0.0326,0.1231,0.0,0,1.405,0.189,raw_scan_two_stage_reviewed_ruler_scale,ruler_1cm_ticks,ok,0.0850909,117.5214,0.00497,12,11,658,367.11|484.54|602.00|720.90|838.75|956.84|1073.59|1191.82|1309.34|1426.36|1543.53|1661.50,41.95,24.591,745.174,8.533,33.332,21.698,20.337,11.317,6.907,37.466,0.2072,1.9173,1.639,0.215,0.136,0.2034,0.8824,0.3263,4,opened_or_broad,flat_span_over_pi,0.6631,guide_density_secondary,profile_fallback,sinus,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima3~6,,3|4|5|6,,,,7,417,1777,7,1,shimask_red_outline_from_raw_difference,34.63,26.59,0.768,,check,,682.3,59.205,8.591,121,17.558,0.919,1,0.006,0,14.55,28.1,3,0.919,1.29,,117,4,1,8.057,0.534,0.4893,0.152,18.1663,0.0,397,106.616,15.471,raw_scan_two_stage_reviewed_ruler_scale,ruler_1cm_ticks,ok,0.0850909,117.5214,0.00497,12,11,658,367.11|484.54|602.00|720.90|838.75|956.84|1073.59|1191.82|1309.34|1426.36|1543.53|1661.50,34.802,26.463,689.22,6.472,28.245,22.975,23.911,16.082,7.313,42.003,0.2589,1.4286,1.1813,8.488,9.695,0.186,0.8682,0.3832,3,opened_or_broad,flat_span_over_pi,0.1992,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima3~6,,3|4|5|6,,,,8,904,1821,8,1,shimask_red_outline_from_raw_difference,34.21,25.99,0.76,,check,,616.5,34.501,5.541,144,23.127,0.906,1,0.022,0,14.5,27.36,3,0.897,1.26,,139,5,0,5.227,0.314,0.2396,0.0724,2.4038,0.0,350,82.693,13.281,raw_scan_two_stage_reviewed_ruler_scale,ruler_1cm_ticks,ok,0.0850909,117.5214,0.00497,12,11,658,367.11|484.54|602.00|720.90|838.75|956.84|1073.59|1191.82|1309.34|1426.36|1543.53|1661.50,34.377,25.868,622.622,6.794,27.498,22.889,21.868,14.551,7.286,41.693,0.265,1.5731,1.2574,5.811,3.512,0.1976,0.8849,0.4363,3,opened_or_broad,flat_span_over_pi,0.2479,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima3~6,,3|4|5|6,,,,9,1441,1852,9,1,shimask_red_outline_from_raw_difference,37.51,26.16,0.697,,check,,766.8,8.594,1.11,109,14.073,0.921,1,0.064,0,6.66,32.56,4,0.928,1.41,,108,1,0,1.038,0.072,0.0788,0.0434,1.4046,0.0,193,70.225,9.067,raw_scan_two_stage_reviewed_ruler_scale,ruler_1cm_ticks,ok,0.0850909,117.5214,0.00497,12,11,658,367.11|484.54|602.00|720.90|838.75|956.84|1073.59|1191.82|1309.34|1426.36|1543.53|1661.50,37.695,26.038,774.534,4.886,32.724,21.017,23.74,18.72,6.69,35.152,0.2044,1.1227,1.3784,1.072,1.885,0.1296,0.8072,0.4071,4,opened_or_broad,flat_span_over_pi,0.187,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima3~6,,3|4|5|6,,,,10,297,2293,10,1,shimask_red_outline_from_raw_difference,33.61,23.11,0.688,,check,,543.9,3.497,0.637,45,8.192,0.975,1,0.013,0,5.63,26.92,4,0.91,1.35,,45,0,0,0.637,0.0,0.0777,0.0362,0.362,0.0,0,3.497,0.637,raw_scan_two_stage_reviewed_ruler_scale,ruler_1cm_ticks,ok,0.0850909,117.5214,0.00497,12,11,658,367.11|484.54|602.00|720.90|838.75|956.84|1073.59|1191.82|1309.34|1426.36|1543.53|1661.50,33.781,22.975,549.327,6.638,27.058,17.784,20.507,10.892,5.661,25.168,0.2092,1.6328,1.3194,0.707,0.356,0.1965,0.7741,0.4223,4,opened_or_broad,flat_span_over_pi,0.1311,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima3~6,,3|4|5|6,,,,11,921,2344,11,1,shimask_red_outline_from_raw_difference,32.17,27.43,0.853,,check,,702.6,12.685,1.787,145,20.432,0.982,1,0.014,0,7.71,29.17,4,0.945,1.17,,141,4,0,1.642,0.146,0.0875,0.0507,1.0064,0.0,242,59.285,8.354,raw_scan_two_stage_reviewed_ruler_scale,ruler_1cm_ticks,ok,0.0850909,117.5214,0.00497,12,11,658,367.11|484.54|602.00|720.90|838.75|956.84|1073.59|1191.82|1309.34|1426.36|1543.53|1661.50,32.335,27.059,709.659,3.88,28.369,26.038,25.102,18.039,8.288,53.951,0.2922,1.4434,1.1302,1.62,3.807,0.12,0.9623,0.4734,4,opened_or_broad,flat_span_over_pi,0.0839,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima3~6,,3|4|5|6,,,,12,1357,2386,12,1,shimask_red_outline_from_raw_difference,35.39,26.42,0.747,,check,,762.6,7.016,0.911,84,10.906,0.947,1,0.024,0,6.63,32.41,7,0.955,1.32,,82,2,0,0.792,0.118,0.0835,0.0362,0.8761,0.0,0,7.016,0.911,raw_scan_two_stage_reviewed_ruler_scale,ruler_1cm_ticks,ok,0.0850909,117.5214,0.00497,12,11,658,367.11|484.54|602.00|720.90|838.75|956.84|1073.59|1191.82|1309.34|1426.36|1543.53|1661.50,35.568,26.123,770.211,4.268,31.215,25.017,23.996,19.401,7.963,49.802,0.2551,1.2895,1.3009,0.873,1.783,0.12,0.9577,0.4149,7,opened_or_broad,flat_span_over_pi,0.1765,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima3~6,,3|4|5|6,,,,15,1287,2795,14,1,shimask_red_outline_from_raw_difference,28.87,23.03,0.798,,check,,500.2,20.331,4.024,111,21.97,0.874,1,0.199,1,14.34,23.22,3,0.902,1.26,,106,5,0,3.629,0.396,0.1832,0.0579,2.0708,0.0,209,127.193,25.175,raw_scan_two_stage_reviewed_ruler_scale,ruler_1cm_ticks,ok,0.0850909,117.5214,0.00497,12,11,658,367.11|484.54|602.00|720.90|838.75|956.84|1073.59|1191.82|1309.34|1426.36|1543.53|1661.50,29.016,23.06,505.254,5.595,23.336,22.634,20.847,14.806,7.205,40.768,0.3087,1.5287,1.1194,4.517,0.111,0.1928,0.9815,0.3999,3,opened_or_broad,flat_span_over_pi,0.3244,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima3~6,,3|4|5|6,,,,13,304,2798,13,1,shimask_red_outline_from_raw_difference,32.43,19.56,0.603,,check,,516.1,62.065,11.906,117,22.445,0.995,1,0.019,0,6.06,23.21,4,0.929,1.62,,114,3,4,11.069,0.838,0.5305,0.1303,12.0192,0.0,381,141.964,27.234,raw_scan_two_stage_reviewed_ruler_scale,ruler_1cm_ticks,ok,0.0850909,117.5214,0.00497,12,11,658,367.11|484.54|602.00|720.90|838.75|956.84|1073.59|1191.82|1309.34|1426.36|1543.53|1661.50,32.59,19.571,521.299,7.718,24.787,19.145,19.145,14.38,6.094,29.169,0.2459,1.3314,1.2947,12.826,8.228,0.2368,0.9783,0.4299,4,opened_or_broad,flat_span_over_pi,0.1187,shape_end_complexity,profile_fallback,sinus,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima3~6,,3|4|5|6,,,,14,734,2819,15,1,shimask_red_outline_from_raw_difference,27.69,18.71,0.676,,check,,420.6,48.265,11.36,96,22.596,0.982,1,0.021,0,5.04,24.76,4,0.951,1.46,,93,3,4,10.586,0.774,0.5028,0.0941,9.6805,0.0,284,107.21,25.234,raw_scan_two_stage_reviewed_ruler_scale,ruler_1cm_ticks,ok,0.0850909,117.5214,0.00497,12,11,658,367.11|484.54|602.00|720.90|838.75|956.84|1073.59|1191.82|1309.34|1426.36|1543.53|1661.50,27.825,18.635,424.878,3.339,24.401,16.848,17.784,14.38,5.363,22.588,0.2198,1.1716,1.3721,10.261,31.934,0.12,0.9041,0.4451,4,opened_or_broad,flat_span_over_pi,0.1018,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima6~8,,6|7|8,,,,3,1304,1034,1,1,shimask_red_outline_from_raw_difference,38.86,27.09,0.697,,check,,749.5,60.05,8.012,125,16.678,0.996,1,0.055,0,5.52,31.32,5,0.878,1.4,,106,19,4,7.051,0.961,0.4804,0.086,17.8853,0.0,481,172.308,22.989,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,800,1616.72,38.862,26.416,749.483,7.454,31.324,17.357,22.183,21.505,5.525,23.973,0.1764,0.8071,1.4121,8.767,0.572,0.1918,0.6571,0.368,5,opened_or_broad,flat_span_over_pi,0.5184,guide_density_secondary,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima6~8,,6|7|8,,,,1,322,1134,2,1,shimask_red_outline_from_raw_difference,28.87,22.86,0.792,,check,,448.0,121.147,27.043,138,30.806,0.962,1,0.019,0,12.34,19.24,3,0.93,1.29,,125,13,7,24.934,2.109,0.8779,0.19,32.0788,0.0,591,185.641,41.441,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,800,1616.72,28.871,22.267,448.1,8.106,20.68,17.357,19.727,14.224,5.525,23.973,0.2672,1.2202,1.0483,25.813,33.562,0.2808,0.7795,0.5,3,opened_or_broad,flat_span_over_pi,0.143,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima6~8,,6|7|8,,,,2,744,1138,3,1,shimask_red_outline_from_raw_difference,28.11,22.01,0.783,,check,,429.0,117.355,27.355,110,25.641,0.952,1,0.028,0,12.13,17.36,3,0.898,1.17,,85,25,9,23.594,3.761,1.0669,0.2079,26.8458,0.0,527,182.043,42.434,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,800,1616.72,28.109,21.759,428.939,6.445,21.58,18.542,19.05,13.547,5.902,27.359,0.2735,1.3687,1.1328,28.369,20.652,0.2293,0.8521,0.4931,3,opened_or_broad,flat_span_over_pi,0.2448,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
Toshima,2,toshima6~8,,6|7|8,,,,4,236,1575,5,1,shimask_red_outline_from_raw_difference,26.84,19.81,0.738,,check,,429.5,51.914,12.086,154,35.852,0.984,1,0.035,0,5.42,23.11,5,0.917,1.34,,137,17,1,10.138,1.948,0.3371,0.1577,5.1828,0.0,401,145.584,33.892,raw_scan_two_stage_reviewed_ruler_scale,fallback_verified_300dpi,check,0.0846667,118.1102,,1,0,800,1616.72,26.839,19.643,429.541,3.347,23.408,16.341,18.457,14.478,5.201,21.249,0.2222,1.1287,1.2682,12.588,3.986,0.1247,0.8319,0.4514,5,opened_or_broad,flat_span_over_pi,0.2453,shape_end_complexity,boundary_sinuses,,,,auto_unreviewed,,,,,,,,,
